txn_id,scheme,cost_type,cost_amount
ab2a7ee2-dbdd-4860-84cd-61419283fc77,Mastercard,interchange_fee,0.1
746e80c4-41fb-4b2a-8fee-b9b05e9bc37d,Visa,interchange_fee,1.34
483b995a-9c83-4a7c-b990-c977f4235c2c,Mastercard,interchange_fee,1.2
5fd98507-fe82-4c9b-94bd-103a864bdc2a,Mastercard,interchange_fee,0.06
896642b1-70e3-48bd-a4a9-8afd111475f2,Mastercard,interchange_fee,0.67
fcbbb96c-18ed-459e-bba0-da15d2d56736,Mastercard,interchange_fee,0.41
3787ba1c-6a33-496c-9684-797b2a1926e5,Visa,interchange_fee,0.09
a0647f1b-5a1e-40f6-b973-e941404a2d86,Visa,interchange_fee,0.03
bd5c59e0-dfe2-4e40-81f4-b82f4100c20e,Visa,interchange_fee,0.29
ee7dbc72-e427-4210-8de6-5b43850c2e30,Mastercard,interchange_fee,0.75
a9498f96-6ba7-44d9-a802-ab32f1095f1e,Mastercard,interchange_fee,1.2
b5f1e073-d379-4278-9362-5c7f1c71b0af,Visa,interchange_fee,0.09
bf46ead5-12f7-4cd3-8a4d-7e3a759e9cbe,Mastercard,interchange_fee,0.75
a0a1fdd7-d610-4700-b4a4-edefb8d59b93,Mastercard,interchange_fee,0.61
688df8af-2f42-4b58-bc1e-8fbb61c2dec4,Visa,interchange_fee,0.41
581e00f8-08b2-4ce5-b544-412b8fb5f417,Visa,interchange_fee,0.4
156d3de3-241f-4c26-885e-520447468251,Mastercard,interchange_fee,0.38
eb4d4085-8bcb-4998-b189-094a910f0fed,Visa,interchange_fee,0.77
30422db9-986f-4ed6-8cf1-96bbe9f5e3ab,Visa,interchange_fee,0.36
a8beec6f-ab88-42d4-8bc1-a0f5aa7c044b,Visa,interchange_fee,0.02
71ca581e-3852-4f5b-9555-637d0b489eb1,Mastercard,interchange_fee,0.03
688a1c81-81cd-44bb-a115-a910b92ff26b,Visa,interchange_fee,0.89
b828ceb0-08b8-427a-8a34-d6d48dc78aa7,Mastercard,interchange_fee,0.18
34bdba0d-8e4a-4806-88a3-920bed6420ba,Mastercard,interchange_fee,0.87
b1f2dfcc-5dcf-4f61-8371-eb470e1ee981,Visa,interchange_fee,0.07
096b03e6-21a4-4722-a253-00a248d44211,Visa,interchange_fee,0.4
34ff496a-d525-43c8-8ceb-46d39fe62e36,Mastercard,interchange_fee,0.13
6d9ed7ae-0acb-46bb-80d2-870b4b5c31ed,Mastercard,interchange_fee,2.72
02a5887c-f254-44de-b0fc-a11e8cec313e,Visa,interchange_fee,0.06
5df56b6f-1a6e-4238-ad0d-15252aa092ae,Visa,interchange_fee,0.01
44cfc3ca-c3fa-4764-9fd8-a0ca3b036dfd,Visa,interchange_fee,0.77
90be68d5-5aa9-40d9-801a-bff766cdd662,Visa,interchange_fee,0.71
370934f0-53db-4e97-975c-f014b94f6849,Visa,interchange_fee,0.45
dff0ad78-64b3-4997-b8d9-b7b40abd9cd0,Mastercard,interchange_fee,0.12
fd3b1021-5453-4f5c-8749-57ad602d808c,Mastercard,interchange_fee,1.38
3c8a8eb9-c1a1-4053-b71b-5518810c715d,Visa,interchange_fee,1.32
c8160df5-0957-40c1-9157-ccfe96042c21,Visa,interchange_fee,0.01
47ede528-3491-4d03-bf37-7baac8d13ca0,Mastercard,interchange_fee,3.42
3b4590c6-7380-427c-af25-a8cdde699e1e,Mastercard,interchange_fee,0.24
6559f2d5-3b52-4373-bebd-75551410d483,Mastercard,interchange_fee,0.01
071001c5-c02e-4a7a-a151-5f1e6c394ce7,Visa,interchange_fee,0.54
cec1871a-b5c8-4060-89c7-35079d592a7b,Mastercard,interchange_fee,0.03
913edb04-0b65-4dbd-a7e3-8bc54ef9e157,Mastercard,interchange_fee,0.1
1ce43559-61d9-44f6-bc77-18ce4c4e1314,Visa,interchange_fee,0.62
5945e764-b07f-4381-8d84-9403ac791bae,Mastercard,interchange_fee,0.39
394fadcd-5d1e-41f3-b532-b6d7aa757aa5,Mastercard,interchange_fee,0.45
19e3bfe6-cb70-43b7-8b57-1ca694ed072c,Mastercard,interchange_fee,0.18
30dc2737-db80-4618-b608-c47aa8adc7e3,Mastercard,interchange_fee,0.02
c5a428c6-195f-408d-bd96-95c94a082de7,Mastercard,interchange_fee,0.51
9a4c2227-abac-42b4-9b90-98ea116cd881,Visa,interchange_fee,0.11
34536a9b-7ecb-4d45-b35b-e677df1b925e,Mastercard,interchange_fee,1.21
ba8a82ea-ad52-4daa-8ed7-39d7d24f6919,Mastercard,interchange_fee,0.19
29377d76-f11f-482f-b907-f04684eb42d3,Visa,interchange_fee,0.28
746ddff4-865d-4030-811e-33fefd3b748d,Mastercard,interchange_fee,0.19
2ddf659f-bb8e-4e5c-b420-899951f0536c,Visa,interchange_fee,0.16
9cc29d6f-f6e3-4394-8487-af5d9100c4c4,Mastercard,interchange_fee,0.14
b6930ed4-3160-49c6-9e82-aeb77493bdb1,Visa,interchange_fee,0.06
0d0fbbe9-6b7d-4713-8ba1-527dad7114db,Visa,interchange_fee,0.21
89c936a9-4ab1-4a67-baa5-e2794019dbe7,Visa,interchange_fee,0.45
edf3d024-6f88-4633-ab07-fbb6d82677a1,Visa,interchange_fee,0.01
f850cbec-a7f5-494c-807e-a2cb970ea1aa,Visa,interchange_fee,0.05
b89b1625-4a8b-4c5c-b8c6-5085119c21c4,Visa,interchange_fee,0.14
efac7228-5dde-4a4b-8de2-0f22af20faea,Visa,interchange_fee,0.63
4ee7f9b0-a6e8-40af-91e5-8c089e8be245,Mastercard,interchange_fee,0.42
6b223250-fb2d-45f7-abd1-dbf8c0a562e8,Visa,interchange_fee,0.27
250d0c9c-a556-4f18-b145-c4675a0b37e8,Mastercard,interchange_fee,0.02
5c724d49-e375-48af-bb50-c356b081690a,Mastercard,interchange_fee,0.28
358db639-90bf-4abd-a5d6-49dc41d1c954,Mastercard,interchange_fee,0.21
868a9123-aa4b-438e-bb6f-6d2322ac9ff1,Mastercard,interchange_fee,0.0
bac8a760-2d5d-404a-94c2-26f3a7e5963c,Visa,interchange_fee,0.75
bad81464-959b-4d07-8f02-2246df66946a,Mastercard,interchange_fee,0.13
47200545-7b9b-435c-8e29-6c03ce753f57,Mastercard,interchange_fee,0.46
e46cf2ad-a450-41d0-935e-1fbb015404b7,Visa,interchange_fee,0.73
6fed8601-4d41-4145-9a1a-09836f4f1e48,Mastercard,interchange_fee,0.67
0bded216-0863-4195-a960-a9f6b395bc69,Visa,interchange_fee,0.24
a6e49e29-f7d3-464b-853b-67766c58d6d2,Mastercard,interchange_fee,1.05
7844e648-601b-4208-b7f3-032b0bf1c038,Mastercard,interchange_fee,1.48
f0c53802-4474-4ac6-9df7-327635ba9da1,Visa,interchange_fee,2.88
0c132eec-9b19-48d8-b961-464b2c7ff2ed,Visa,interchange_fee,0.18
254373f8-f349-4093-8060-1a0d04da2f4c,Visa,interchange_fee,1.21
28986430-fabd-4787-bd5a-95ecc315c8b0,Visa,interchange_fee,0.02
a4031a4c-3d38-4383-b78f-f0c0d0506f58,Mastercard,interchange_fee,0.79
0495c348-a87c-4e70-8a1f-9e07e8510977,Mastercard,interchange_fee,0.27
54f78e89-7d12-41b7-b2f5-eeeecd36c0c3,Mastercard,interchange_fee,0.85
dff2b98a-0fcc-452e-9266-5bdca55fa546,Mastercard,interchange_fee,0.84
0e618684-e5a6-4f88-8c46-1b549897d88f,Mastercard,interchange_fee,0.19
66ce1549-dd05-4c7a-b479-b31a3a763594,Mastercard,interchange_fee,0.05
0279648d-c8d4-47fb-839e-5f60c500db2c,Mastercard,interchange_fee,0.32
19b5024c-eee2-4362-8ccb-cb6e42e14ce9,Mastercard,interchange_fee,0.13
b99e1a81-5eca-4f11-947c-ef15265cad5a,Mastercard,interchange_fee,0.29
a7fd116e-d8f5-417f-85bd-ca63a100ba8f,Visa,interchange_fee,0.02
9cea9a22-adb5-410c-88bf-1035d8cfad5c,Visa,interchange_fee,0.25
361e75fa-c8db-4e0e-9ee7-3bcdcd5b1c19,Mastercard,interchange_fee,0.16
860d23d6-4c85-4837-b5cf-489783c8e374,Visa,interchange_fee,0.08
113ed69c-5a8c-427b-af70-b365286c6c4a,Visa,interchange_fee,0.01
6c63086a-e06e-4d8a-aa18-91a549075479,Visa,interchange_fee,0.04
1c6258f0-272c-463d-87a6-0c7c41175ae3,Mastercard,interchange_fee,0.16
d1da4bba-1ed9-4ae6-a5f4-4940f5114a9a,Mastercard,interchange_fee,0.23
68922d00-0c9a-4a56-90b2-ce172fb4fb36,Visa,interchange_fee,0.09
459e3dc9-90c3-4d60-87f1-a41e8f18c17a,Visa,interchange_fee,0.1
fa17e092-929c-4ac4-bf28-b0fba8cb2f6e,Mastercard,interchange_fee,0.06
c09e0615-3c66-4aa5-90bb-d1c7f01cccc7,Visa,interchange_fee,0.47
0593a316-087b-443f-aff1-0c1d0e276b0f,Mastercard,interchange_fee,0.9
1cafe034-53d9-4a8e-93cb-dcdccb650ac5,Mastercard,interchange_fee,0.12
a66ef62f-f147-4a9a-90bd-0edabc2d8aa6,Mastercard,interchange_fee,1.33
77760e5d-4180-4953-88e4-11b317604557,Visa,interchange_fee,0.74
6c5f6136-1b4c-4736-8314-f367f98408a6,Mastercard,interchange_fee,0.0
c56300bb-e6d5-41fe-8568-e46b43cc31cf,Mastercard,interchange_fee,0.28
ae4fd0d7-bad0-44d2-b9db-d64899bc0787,Visa,interchange_fee,0.09
8b5ff9ef-228f-4e0c-a4ad-31211c57b0c9,Visa,interchange_fee,0.09
c9d3cdb9-ebb9-4a72-9c9f-b4405ecc2838,Mastercard,interchange_fee,0.19
100aef24-0dd1-4beb-9d98-abc9eae9c546,Visa,interchange_fee,0.01
cc946b3e-fe41-44ce-b114-33a74a946f02,Visa,interchange_fee,0.27
01d04d0f-e5bc-460f-9e22-aff647a1d7c7,Mastercard,interchange_fee,0.38
3458596e-3872-4121-95e0-637c7d490adf,Mastercard,interchange_fee,0.23
a9400bdb-88ae-4b76-98e3-d2826c968ec3,Mastercard,interchange_fee,0.29
9e54afa6-a328-452a-ad0c-90762969633b,Visa,interchange_fee,0.26
49523e70-16bb-44c1-8da2-8b08d71080d9,Visa,interchange_fee,0.26
610153bd-c659-47de-82f9-9bf18034f222,Visa,interchange_fee,0.31
763cd274-3719-409c-9b78-6208a04777d1,Visa,interchange_fee,0.28
779571dd-f67d-4311-b3a8-79fd90916a5f,Visa,interchange_fee,0.04
f7bf8f34-7151-435c-a9e1-a3d11a124068,Visa,interchange_fee,0.17
de2523c0-f987-4cbc-99fc-d9c03257a80a,Mastercard,interchange_fee,0.69
f62e7ba8-b7f7-4664-9766-b9005028fbe2,Visa,interchange_fee,0.42
e66c50f1-9e6a-4f9e-9a2c-b0d3d4977d0e,Visa,interchange_fee,0.55
e594cc32-d03f-4108-864c-ef9acb6729d4,Visa,interchange_fee,0.21
baaa418b-a5a9-4fd2-a2c7-1ba1c08e3f27,Mastercard,interchange_fee,1.51
5fbb6303-6c10-4433-a398-517350cb78ae,Visa,interchange_fee,0.04
5f93f6e9-e36b-46fa-99d2-a06021fa3d49,Visa,interchange_fee,0.18
b50ad6d5-6347-43ee-b420-7dd9600beed3,Visa,interchange_fee,0.33
d1d1f58f-b5e3-4fbd-883b-7b7fe2b1c6c9,Visa,interchange_fee,0.08
3523e12d-cac2-468d-b07b-e559ab5fc283,Mastercard,interchange_fee,0.69
351e7fc8-d6ab-4c68-a06d-b8e5ccc8a46c,Mastercard,interchange_fee,0.21
cee41404-5648-4f4b-8c74-7a90317f1e9b,Mastercard,interchange_fee,0.09
10237a0f-a68c-47c6-a0b1-c120f4c1c23b,Mastercard,interchange_fee,1.0
9ae6fd92-c951-4e1f-9a8e-75a0d9057a48,Visa,interchange_fee,0.44
271fb4e5-5d67-4d18-8be3-fdd49e465d88,Mastercard,interchange_fee,0.63
56f099a3-6a4d-4542-b62d-4c365b902e06,Mastercard,interchange_fee,0.02
f7a8992f-4a05-4311-8479-1523ef31b7de,Mastercard,interchange_fee,0.57
fda93f18-2bc2-46f3-bd24-7b2b6d75472e,Visa,interchange_fee,1.27
76c6bf55-a9b9-42bc-a350-0fcaad785312,Mastercard,interchange_fee,0.57
a13429ce-fb73-4a96-8a5d-d63668c316e6,Mastercard,interchange_fee,0.24
ee516865-07af-41c5-9f37-50f45132a763,Visa,interchange_fee,0.05
5b7cb8ed-b239-4f88-a516-de06b41fdcad,Visa,interchange_fee,0.35
b6600ef9-1f4e-4e4c-b417-ccdfaa3e06f9,Visa,interchange_fee,0.88
0c614595-9d7c-4882-9ce3-2ac34a1e1ea7,Visa,interchange_fee,0.28
a2bbb49e-df72-45b5-b01b-0592b2c6fc80,Mastercard,interchange_fee,1.25
3cc020d9-10ca-45f4-b9da-713d74784fcf,Mastercard,interchange_fee,0.05
a5cecde7-ea4b-44c7-b501-fab6346bdeda,Mastercard,interchange_fee,2.25
5b289a84-32a8-4b74-992c-6631e924bbb0,Mastercard,interchange_fee,0.36
47a010a1-b1dd-4811-8c09-baf401df3805,Visa,interchange_fee,0.57
9e051c94-56cc-452e-8277-f78fada5a08a,Visa,interchange_fee,1.0
140ab78e-6925-4d81-aa2e-0ea75834aeaf,Mastercard,interchange_fee,0.4
8cb0a5ac-eb9e-4792-aefe-b18faaa6eef9,Visa,interchange_fee,0.18
74a70ca2-a8f7-4e91-a532-687eb173a40a,Visa,interchange_fee,0.2
a51550ef-abb4-447d-8968-4093ff020a50,Visa,interchange_fee,0.76
1514a092-05ee-47e1-9fed-b37503714752,Mastercard,interchange_fee,0.98
f37412b0-01c6-43da-b515-36847c74077e,Visa,interchange_fee,0.51
1bdcac93-ac8d-4df5-8eeb-c74086c2ae06,Mastercard,interchange_fee,0.41
209fd447-68e7-4010-9978-be2860f71863,Visa,interchange_fee,0.63
ea1f7a93-9134-4a41-9333-92937a04a0d5,Mastercard,interchange_fee,0.43
de9c8d98-016e-4c7c-a2e3-2fee92931f54,Mastercard,interchange_fee,0.36
378f48ec-92b8-41e1-8815-f8138802bd32,Visa,interchange_fee,1.95
7648fb30-2d6d-4fa9-9859-792c2a865fb4,Mastercard,interchange_fee,0.51
815c8e7a-02d3-42d4-b0ea-170473df0948,Mastercard,interchange_fee,0.08
787d13e2-8251-4225-ae22-0a400b99a9aa,Visa,interchange_fee,0.5
d6a816f2-449c-4968-a36f-82737c16b60a,Visa,interchange_fee,0.22
743ad97e-d042-47b3-a984-98cdc0648c3c,Mastercard,interchange_fee,0.11
a7211de8-8b42-4be4-9c19-20ef9d74c553,Visa,interchange_fee,0.08
934dafd1-2b8f-40ee-829e-1c4f19706b9b,Visa,interchange_fee,1.09
0a648b77-a7ed-4194-b88e-5969a6f0f7bc,Mastercard,interchange_fee,0.37
446fae5b-7acb-4932-a154-d19d7c39c32a,Visa,interchange_fee,1.81
f87f79b8-cb53-41cd-835c-d4c339b24ebb,Visa,interchange_fee,0.13
f149e41e-edfa-4d17-bb9f-69820803174d,Visa,interchange_fee,1.76
3c4442a4-7c64-46da-a1db-bd3653ceaa74,Visa,interchange_fee,0.71
a0a8175d-88f1-4464-85e8-b8d8966f92d4,Mastercard,interchange_fee,0.67
55b3d2a2-c75b-4900-911f-eb6ef979918a,Visa,interchange_fee,0.33
c912134c-27fb-40ca-b121-c64d31bd11f9,Mastercard,interchange_fee,0.77
2e842f51-b36e-40a0-897e-a88d889616ef,Mastercard,interchange_fee,0.35
ea62dd1c-9f4f-4b4c-abf1-aa33dee40a1e,Mastercard,interchange_fee,0.03
62308f53-419a-461e-b358-3058ff222a68,Visa,interchange_fee,0.26
5e9fc1a4-eeb8-4ed2-9dd4-ad961014ea85,Mastercard,interchange_fee,1.42
ce954fc7-c5b3-49fd-a637-1189658f520c,Mastercard,interchange_fee,0.04
ceecf0c4-6942-4b8f-9a92-97bef2aa3b37,Visa,interchange_fee,0.44
43a1a51e-1abc-43a3-a280-9a497d65e308,Visa,interchange_fee,0.08
5df76c67-da53-4989-8a13-034b5b7dff42,Mastercard,interchange_fee,0.7
5b0f0d7c-662c-46c6-84b2-b5f2d7ad9fa3,Visa,interchange_fee,0.19
abeca21d-6957-4c92-8255-5384f86844ec,Mastercard,interchange_fee,3.04
75240e44-ecfd-47c2-b557-725001cf9225,Mastercard,interchange_fee,0.36
033f5e5c-5115-48a2-97ac-1b6636feebec,Mastercard,interchange_fee,0.31
34111f6b-6b22-49b4-ac16-4215dc64b8f7,Mastercard,interchange_fee,0.79
ef5d1e2b-3f93-4895-bc14-b7ea6cd44010,Mastercard,interchange_fee,0.12
b231466c-bb44-4105-a4ab-797ca13db313,Mastercard,interchange_fee,0.81
1db1d12e-5177-4bcf-ab58-66deaab8ef95,Mastercard,interchange_fee,0.08
1319d512-4c46-49dd-a290-f0f53500c00f,Visa,interchange_fee,0.08
347cc539-15ea-4628-ae84-5e1d4d4145e0,Mastercard,interchange_fee,0.11
c62580f6-b224-496d-9378-de033c44a4a5,Visa,interchange_fee,0.05
e64f7d50-4b08-4778-934b-acd2a338ccfd,Mastercard,interchange_fee,0.01
a626ac79-3d8a-4fe3-a805-9a51fabff551,Visa,interchange_fee,0.81
21a2d9a0-c07f-4b5e-81c9-4a077e7e0780,Mastercard,interchange_fee,0.03
00c7f6d4-10fe-4843-9f0f-f7a7a4242406,Visa,interchange_fee,0.03
4486e415-b982-4191-b17a-cad9d7f4925a,Visa,interchange_fee,0.12
fd608ed9-8b0c-413f-b242-d8f983ce02ef,Mastercard,interchange_fee,0.32
afba65cd-d600-4473-990d-9833a0db0ea3,Mastercard,interchange_fee,0.08
c61a423b-2f5a-4402-a2c8-78274e132492,Mastercard,interchange_fee,0.44
4bbca2b4-b54c-48e1-b784-41186747424e,Visa,interchange_fee,0.32
6a256d90-d9e2-44c5-bb57-619f73705a40,Visa,interchange_fee,0.62
439983f1-3595-4baf-b432-dcbc983af186,Visa,interchange_fee,0.65
d00b4607-f5fe-4ca1-a6fe-e8326b63619e,Mastercard,interchange_fee,0.26
e48a38f0-57bd-44e3-8fca-4c0c7d929293,Visa,interchange_fee,0.41
a0384ddf-57cd-4e61-bdcc-7312db7f780e,Visa,interchange_fee,0.3
a40e21c0-5d69-4ca5-be92-670452c678a3,Mastercard,interchange_fee,0.31
ff837007-113e-4a58-a732-95ca705426b1,Mastercard,interchange_fee,0.39
88e985bd-dbeb-43a4-bf99-cc5ed4e1efa1,Visa,interchange_fee,0.03
9fa54b2b-4baf-452c-a107-e332a64de767,Mastercard,interchange_fee,0.31
a7ab5912-e2ab-4667-9761-3c94d8242c01,Mastercard,interchange_fee,0.65
58b7b0fb-1c8b-4032-bd88-a54b74816fcd,Mastercard,interchange_fee,0.11
6993400e-a569-400c-b939-dd277268134f,Mastercard,interchange_fee,0.58
59f6b809-8aab-48d6-a5f6-4da9086e0705,Mastercard,interchange_fee,0.31
e6437b65-c63c-4d08-9ab5-d4c101a95f82,Mastercard,interchange_fee,0.1
f1e5d067-7868-43ff-9785-4e48f35fd4a8,Mastercard,interchange_fee,0.38
af3aff3c-386f-491a-acf8-1cbf9cd92293,Mastercard,interchange_fee,0.16
83ce4772-4e1f-4078-b81d-bbf30f173d8b,Visa,interchange_fee,0.72
89ccc096-9ae5-4d5b-b1d8-a17a8953ac2a,Mastercard,interchange_fee,0.47
81670284-1d62-467e-af64-704637ab26b4,Visa,interchange_fee,0.13
4329e499-0dbf-4611-8c9a-f4941e34efba,Visa,interchange_fee,1.1
af794372-7397-4e0a-8d10-f74b56faae4d,Visa,interchange_fee,0.03
969e3005-8225-4841-a63d-70cec5d18ed5,Mastercard,interchange_fee,0.4
ccd6b053-f952-4b70-a6c7-54b399092b7c,Mastercard,interchange_fee,0.06
7b6fbe55-4013-4ca4-a810-ae359c195380,Mastercard,interchange_fee,0.24
3f1eb5e4-2982-47ba-8b31-c7de391b0ae0,Mastercard,interchange_fee,0.95
7d9e3927-f109-4282-b37c-12f4fa6c1b68,Mastercard,interchange_fee,0.3
fe4dc5c4-3e6a-4ae8-bb47-c30a3e23ca69,Mastercard,interchange_fee,0.72
303b5a50-5872-4ad4-9154-55a94550555d,Mastercard,interchange_fee,0.49
262894d1-5371-4d59-b77f-d039924ab4e2,Mastercard,interchange_fee,0.1
c2faf637-3192-4482-a26a-7f3ec9ce7799,Visa,interchange_fee,0.71
3566e2f5-9a84-489b-9d1e-a9ccd430486a,Mastercard,interchange_fee,0.11
7c7274ce-29c9-4b10-9de1-6baa6199c4e4,Mastercard,interchange_fee,0.24
e83bf4c8-145d-43e5-9d7c-66774d2a3482,Visa,interchange_fee,0.05
b6cfa3f8-fc72-4d60-8468-c13818714c59,Mastercard,interchange_fee,0.3
59688841-0df5-4972-876e-f1af37eb9bfb,Visa,interchange_fee,0.22
4fd27dc0-4a4d-4091-b33e-6301f28faeb0,Mastercard,interchange_fee,0.4
ad386c4b-38f7-4af9-8680-1561607211ba,Mastercard,interchange_fee,0.19
9bd657ab-ecb8-439d-87f6-63905f230e6d,Visa,interchange_fee,0.51
fccb1162-5311-4b54-a066-5299e7f63ec0,Mastercard,interchange_fee,0.52
fab8ee73-88fb-486c-9e46-c5955e817bb5,Visa,interchange_fee,0.01
799f0f96-9efd-4a59-a546-9b21e4fce1fd,Visa,interchange_fee,0.09
88ace67d-4446-4000-8c4c-171759b5b7a3,Visa,interchange_fee,0.0
f55fdaed-cf6f-4f1f-a2fe-927dae7efb14,Mastercard,interchange_fee,0.33
0b7349be-41e9-49ce-97ee-5d222743fd04,Mastercard,interchange_fee,0.03
a7a120a0-3841-4fea-a54b-2f00e5e8a321,Mastercard,interchange_fee,0.03
63bf8948-ba7b-44f2-9b1e-40caecbac14d,Visa,interchange_fee,0.05
bda98d6b-de04-4110-b364-18a05939ab39,Visa,interchange_fee,0.15
80cd31d4-ca71-442f-bdc2-acbbb2f415e8,Visa,interchange_fee,0.84
066601f6-7853-480a-ba00-6c2a95f0cb7a,Mastercard,interchange_fee,2.12
69223a46-cdd4-4f95-8b04-fdf233dc9af7,Mastercard,interchange_fee,0.5
96d3709a-6cdb-4daa-aa45-abd86985859a,Visa,interchange_fee,2.35
fa2c0066-1af7-4cb8-be7b-b18f8f13c71b,Mastercard,interchange_fee,0.51
6a408c82-5645-4859-bd65-e3dadc35ed49,Mastercard,interchange_fee,0.33
7e4ab70a-36e2-48e5-a609-567c4e762047,Visa,interchange_fee,0.83
e543497f-a4cf-4bc0-a184-a2ec2c2f3164,Visa,interchange_fee,0.04
855f52da-496f-41e7-9643-623495691742,Mastercard,interchange_fee,0.38
5d3dc7b6-fa5e-4461-89e2-24c5780cf076,Mastercard,interchange_fee,0.11
0079a59f-b90f-4320-a2a3-cbd5d5c05774,Mastercard,interchange_fee,0.79
f48a7aeb-100d-4114-8d19-08c8461aac84,Mastercard,interchange_fee,1.09
7e6a5b5c-d39c-4ec1-8bd5-7fbe2e501b5a,Visa,interchange_fee,0.7
82994a23-a2ff-4b47-8d2b-2d82e311df5d,Mastercard,interchange_fee,0.11
ad0f8c11-1205-4b52-97ac-f63728fa4de9,Mastercard,interchange_fee,1.0
b5c54cac-afa5-4606-8040-e666eddada83,Mastercard,interchange_fee,0.97
cebbd7da-1efb-457a-89ba-73f075d0578c,Mastercard,interchange_fee,0.51
6d734ec1-55f7-49a0-8069-bfca5a3377af,Visa,interchange_fee,1.55
d614015d-1cd0-42e8-ac46-ea3a3a00ea49,Mastercard,interchange_fee,0.84
b808097d-7c4b-4ab1-be19-836cca7623ab,Visa,interchange_fee,0.15
16cfe688-e36d-4329-836a-b7d894108cad,Mastercard,interchange_fee,0.14
77ba5bb2-97d3-4fad-b65f-d2fc9a066341,Mastercard,interchange_fee,0.35
7ab08ef0-89da-4bbb-9756-1bef07c05f03,Mastercard,interchange_fee,0.16
ef85acba-abff-4cef-919c-91fea8abe4a5,Mastercard,interchange_fee,0.14
ddf089a9-4c8a-4e2b-b817-bbb78f8edbde,Mastercard,interchange_fee,0.04
c9fd032b-9d22-4886-9a4b-1ee6e9b3cd98,Mastercard,interchange_fee,0.38
95fbda85-c6c0-47dc-a8bd-94380aa57c75,Visa,interchange_fee,0.06
a9b0a8ae-4f85-49fc-8a81-62d42e7b259f,Visa,interchange_fee,0.88
7a40240a-d297-4189-9710-c0602ea29ca2,Mastercard,interchange_fee,2.43
a07aa811-5675-4b03-942d-968261022c6c,Mastercard,interchange_fee,0.1
03796300-d1eb-4db8-89be-d02eb51a5040,Mastercard,interchange_fee,0.05
e18a97bc-913c-4190-96b6-7e24ec4f4771,Visa,interchange_fee,0.07
90e7bdea-6a98-4352-b50b-e8b234481bf8,Mastercard,interchange_fee,0.45
6e3624a1-50fb-4ee4-9346-212ac82e7612,Mastercard,interchange_fee,0.24
7aefa287-28df-427a-b0c6-a6477a5d92dc,Visa,interchange_fee,0.12
7ed61fd5-0aea-4be2-b124-5fcbc6e444aa,Visa,interchange_fee,2.3
29d5091a-1abb-492d-a8d4-83ca005476c7,Visa,interchange_fee,3.99
1cb2cb16-bd9f-4617-ae4a-5c81363ae3bc,Visa,interchange_fee,0.27
3063197a-6d9b-482d-990a-ea601f14f1c8,Visa,interchange_fee,0.38
60b77fae-2946-4b49-857f-f1bee77bebcf,Visa,interchange_fee,0.59
