txn_id,card_id,txn_date,merchant_category,amount,txn_fee,reversed_flag
fd3b1021-5453-4f5c-8749-57ad602d808c,C835_b020,2025-02-08,Restaurants,177.08,2.62,0
3c8a8eb9-c1a1-4053-b71b-5518810c715d,C56_8772,2023-11-27,E-commerce,89.1,1.64,0
c8160df5-0957-40c1-9157-ccfe96042c21,C825_3683,2024-09-12,E-commerce,0.48,0.01,0
47ede528-3491-4d03-bf37-7baac8d13ca0,C472_eef7,2024-07-14,Travel,269.45,4.04,0
3b4590c6-7380-427c-af25-a8cdde699e1e,C74_987d,2023-10-31,Utilities,94.58,0.51,0
6559f2d5-3b52-4373-bebd-75551410d483,C836_5744,2023-08-01,Groceries,1.68,0.01,0
071001c5-c02e-4a7a-a151-5f1e6c394ce7,C51_30a3,2024-05-02,Fuel,81.56,0.84,0
cec1871a-b5c8-4060-89c7-35079d592a7b,C829_4cab,2023-10-20,E-commerce,2.38,0.01,0
913edb04-0b65-4dbd-a7e3-8bc54ef9e157,C845_af5c,2025-05-21,Subscriptions,16.75,0.15,0
1ce43559-61d9-44f6-bc77-18ce4c4e1314,C44_c9d0,2023-12-04,Subscriptions,49.09,0.67,0
5945e764-b07f-4381-8d84-9403ac791bae,C711_4cf2,2024-10-17,Fuel,29.64,0.21,0
394fadcd-5d1e-41f3-b532-b6d7aa757aa5,C484_15ad,2023-09-06,Utilities,30.9,0.21,0
19e3bfe6-cb70-43b7-8b57-1ca694ed072c,C53_b38e,2024-10-21,Fuel,12.1,0.1,0
30dc2737-db80-4618-b608-c47aa8adc7e3,C35_4100,2024-04-02,Fuel,6.2,0.06,0
c5a428c6-195f-408d-bd96-95c94a082de7,C625_421f,2024-02-24,Subscriptions,46.95,0.66,0
9a4c2227-abac-42b4-9b90-98ea116cd881,C683_5503,2023-07-01,Fuel,9.98,0.15,0
34536a9b-7ecb-4d45-b35b-e677df1b925e,C329_f086,2024-05-31,Utilities,85.69,1.08,0
ba8a82ea-ad52-4daa-8ed7-39d7d24f6919,C132_5b8d,2024-07-12,Restaurants,77.23,1.19,0
29377d76-f11f-482f-b907-f04684eb42d3,C855_2863,2024-05-08,Fuel,35.56,0.64,0
746ddff4-865d-4030-811e-33fefd3b748d,C628_ad5a,2023-10-26,Subscriptions,34.12,0.18,0
e0c05353-a043-4588-a9ad-4787dc0f71ff,C856_1d0f,2023-08-25,E-commerce,49.72,0.47,1
2ddf659f-bb8e-4e5c-b420-899951f0536c,C222_7b05,2024-12-20,Restaurants,64.22,1.26,0
9cc29d6f-f6e3-4394-8487-af5d9100c4c4,C354_6293,2023-08-30,Restaurants,29.36,0.37,0
b6930ed4-3160-49c6-9e82-aeb77493bdb1,C883_2f7c,2024-03-19,Fuel,4.21,0.04,0
0d0fbbe9-6b7d-4713-8ba1-527dad7114db,C464_d6ca,2024-07-13,Groceries,16.37,0.22,0
89c936a9-4ab1-4a67-baa5-e2794019dbe7,C910_9089,2023-10-29,Groceries,38.57,0.61,0
edf3d024-6f88-4633-ab07-fbb6d82677a1,C550_0f52,2024-02-12,E-commerce,2.38,0.05,0
f850cbec-a7f5-494c-807e-a2cb970ea1aa,C273_b883,2025-02-23,Utilities,8.72,0.08,0
b89b1625-4a8b-4c5c-b8c6-5085119c21c4,C784_4b62,2024-07-15,Subscriptions,39.46,0.49,0
efac7228-5dde-4a4b-8de2-0f22af20faea,C80_ccd9,2024-06-25,Restaurants,113.79,1.72,0
4ee7f9b0-a6e8-40af-91e5-8c089e8be245,C484_15ad,2024-07-05,Subscriptions,88.56,0.86,0
6b223250-fb2d-45f7-abd1-dbf8c0a562e8,C874_c430,2023-12-09,Restaurants,19.78,0.15,0
250d0c9c-a556-4f18-b145-c4675a0b37e8,C600_6dca,2024-06-22,Restaurants,2.23,0.02,0
5c724d49-e375-48af-bb50-c356b081690a,C395_3cba,2025-02-22,Subscriptions,71.12,0.83,0
358db639-90bf-4abd-a5d6-49dc41d1c954,C649_e64f,2023-08-17,Travel,16.77,0.09,0
868a9123-aa4b-438e-bb6f-6d2322ac9ff1,C264_a31c,2024-09-26,E-commerce,0.61,0.01,0
bac8a760-2d5d-404a-94c2-26f3a7e5963c,C915_c330,2024-02-06,E-commerce,96.57,0.98,0
bad81464-959b-4d07-8f02-2246df66946a,C680_ee62,2023-07-02,Utilities,13.61,0.14,0
89b2f14c-e569-4274-b0e0-cfc9ac63457b,C602_4d01,2025-02-14,Subscriptions,32.14,0.54,1
47200545-7b9b-435c-8e29-6c03ce753f57,C417_9c72,2024-06-17,Fuel,124.32,1.59,0
e46cf2ad-a450-41d0-935e-1fbb015404b7,C155_d13e,2023-11-16,Restaurants,100.22,0.96,0
6fed8601-4d41-4145-9a1a-09836f4f1e48,C890_5a11,2025-05-28,Restaurants,58.39,0.91,0
0bded216-0863-4195-a960-a9f6b395bc69,C34_054b,2023-08-05,Subscriptions,32.23,0.64,0
a6e49e29-f7d3-464b-853b-67766c58d6d2,C386_be2b,2024-01-08,Subscriptions,200.56,3.49,0
7844e648-601b-4208-b7f3-032b0bf1c038,C849_ab98,2023-09-08,Subscriptions,142.22,1.85,0
f0c53802-4474-4ac6-9df7-327635ba9da1,C346_abc2,2024-10-04,Utilities,272.02,5.29,0
0c132eec-9b19-48d8-b961-464b2c7ff2ed,C766_1407,2023-07-13,Utilities,18.43,0.11,0
254373f8-f349-4093-8060-1a0d04da2f4c,C540_9ff9,2023-08-20,Groceries,105.57,1.16,0
28986430-fabd-4787-bd5a-95ecc315c8b0,C704_df0b,2024-06-02,Fuel,3.31,0.04,0
a4031a4c-3d38-4383-b78f-f0c0d0506f58,C886_651b,2025-05-21,Restaurants,75.73,1.35,0
0495c348-a87c-4e70-8a1f-9e07e8510977,C161_68ad,2023-12-16,E-commerce,29.4,0.41,0
54f78e89-7d12-41b7-b2f5-eeeecd36c0c3,C808_4114,2023-08-15,Restaurants,59.01,1.05,0
dff2b98a-0fcc-452e-9266-5bdca55fa546,C104_e8b7,2023-10-24,Restaurants,114.18,2.05,0
0e618684-e5a6-4f88-8c46-1b549897d88f,C22_b5c9,2024-11-21,E-commerce,96.15,1.05,0
66ce1549-dd05-4c7a-b479-b31a3a763594,C417_9c72,2024-11-04,E-commerce,11.13,0.08,0
0279648d-c8d4-47fb-839e-5f60c500db2c,C459_857d,2025-02-14,Groceries,54.05,0.57,0
19b5024c-eee2-4362-8ccb-cb6e42e14ce9,C642_4d6b,2024-07-16,Groceries,9.19,0.16,0
b99e1a81-5eca-4f11-947c-ef15265cad5a,C793_bde8,2024-09-02,Restaurants,45.49,0.43,0
a7fd116e-d8f5-417f-85bd-ca63a100ba8f,C472_848d,2024-03-02,Utilities,4.91,0.06,0
9cea9a22-adb5-410c-88bf-1035d8cfad5c,C727_ffa8,2023-12-01,Utilities,39.99,0.65,0
361e75fa-c8db-4e0e-9ee7-3bcdcd5b1c19,C294_3f1c,2025-05-10,Restaurants,10.9,0.14,0
860d23d6-4c85-4837-b5cf-489783c8e374,C106_2cb3,2024-09-06,Subscriptions,11.01,0.18,0
113ed69c-5a8c-427b-af70-b365286c6c4a,C695_e414,2024-01-07,Travel,5.39,0.07,0
6c63086a-e06e-4d8a-aa18-91a549075479,C794_e31b,2023-09-15,Groceries,17.32,0.19,0
1c6258f0-272c-463d-87a6-0c7c41175ae3,C459_60fc,2024-07-27,Subscriptions,25.6,0.38,0
d1da4bba-1ed9-4ae6-a5f4-4940f5114a9a,C889_cbee,2024-04-12,Restaurants,23.79,0.33,0
68922d00-0c9a-4a56-90b2-ce172fb4fb36,C363_e6e4,2025-06-12,Fuel,9.6,0.18,0
459e3dc9-90c3-4d60-87f1-a41e8f18c17a,C635_f9c8,2025-06-28,Fuel,25.95,0.16,0
fa17e092-929c-4ac4-bf28-b0fba8cb2f6e,C247_e462,2025-06-21,Utilities,19.16,0.2,0
c09e0615-3c66-4aa5-90bb-d1c7f01cccc7,C213_7433,2025-01-17,Subscriptions,71.45,0.63,0
0593a316-087b-443f-aff1-0c1d0e276b0f,C75_224a,2023-07-12,E-commerce,177.41,2.04,0
1cafe034-53d9-4a8e-93cb-dcdccb650ac5,C340_ee4b,2023-12-27,Travel,8.45,0.14,0
a66ef62f-f147-4a9a-90bd-0edabc2d8aa6,C42_909b,2024-10-30,Utilities,101.53,1.96,0
77760e5d-4180-4953-88e4-11b317604557,C320_b20e,2024-12-23,Travel,77.08,0.78,0
6c5f6136-1b4c-4736-8314-f367f98408a6,C178_fbf7,2023-08-12,Restaurants,0.14,0.0,0
c56300bb-e6d5-41fe-8568-e46b43cc31cf,C304_8880,2023-12-27,Groceries,90.85,1.65,0
ae4fd0d7-bad0-44d2-b9db-d64899bc0787,C329_f086,2024-09-30,Fuel,14.2,0.24,0
8b5ff9ef-228f-4e0c-a4ad-31211c57b0c9,C371_940f,2025-01-25,Restaurants,40.49,0.36,0
c9d3cdb9-ebb9-4a72-9c9f-b4405ecc2838,C672_df06,2023-09-28,Groceries,26.53,0.27,0
100aef24-0dd1-4beb-9d98-abc9eae9c546,C378_f035,2024-01-22,Travel,1.08,0.01,0
cc946b3e-fe41-44ce-b114-33a74a946f02,C487_be5c,2024-05-11,Fuel,126.52,1.9,0
01d04d0f-e5bc-460f-9e22-aff647a1d7c7,C300_3f79,2024-04-05,E-commerce,38.69,0.3,0
3458596e-3872-4121-95e0-637c7d490adf,C396_361c,2023-10-14,E-commerce,95.3,1.56,0
a9400bdb-88ae-4b76-98e3-d2826c968ec3,C672_df06,2023-08-26,Subscriptions,45.21,0.64,0
9e54afa6-a328-452a-ad0c-90762969633b,C496_68fe,2023-08-24,Subscriptions,23.79,0.38,0
49523e70-16bb-44c1-8da2-8b08d71080d9,C579_edb8,2023-12-27,Subscriptions,20.99,0.38,0
610153bd-c659-47de-82f9-9bf18034f222,C578_c4fa,2024-12-28,Groceries,34.08,0.67,0
763cd274-3719-409c-9b78-6208a04777d1,C11_fc9e,2023-08-13,Restaurants,22.28,0.2,0
779571dd-f67d-4311-b3a8-79fd90916a5f,C306_d335,2024-10-01,Travel,10.64,0.13,0
f7bf8f34-7151-435c-a9e1-a3d11a124068,C751_0a77,2024-07-25,Utilities,14.84,0.28,0
de2523c0-f987-4cbc-99fc-d9c03257a80a,C552_60ab,2025-05-23,Fuel,79.47,1.11,0
f62e7ba8-b7f7-4664-9766-b9005028fbe2,C880_028f,2024-10-13,Restaurants,27.89,0.27,0
e66c50f1-9e6a-4f9e-9a2c-b0d3d4977d0e,C41_d1f0,2024-12-21,Travel,56.73,0.79,0
e594cc32-d03f-4108-864c-ef9acb6729d4,C380_01c3,2025-05-06,Restaurants,25.21,0.3,0
baaa418b-a5a9-4fd2-a2c7-1ba1c08e3f27,C36_571c,2024-05-23,E-commerce,136.38,1.32,0
5fbb6303-6c10-4433-a398-517350cb78ae,C418_32a5,2023-09-19,Subscriptions,10.25,0.11,0
5f93f6e9-e36b-46fa-99d2-a06021fa3d49,C758_cb57,2023-12-31,Subscriptions,22.62,0.19,0
b50ad6d5-6347-43ee-b420-7dd9600beed3,C688_9656,2025-06-24,E-commerce,143.12,0.85,0
d1d1f58f-b5e3-4fbd-883b-7b7fe2b1c6c9,C510_06fa,2024-09-05,Travel,35.33,0.7,0
3523e12d-cac2-468d-b07b-e559ab5fc283,C481_b5f7,2024-12-19,Utilities,65.59,1.17,0
351e7fc8-d6ab-4c68-a06d-b8e5ccc8a46c,C156_73df,2023-08-21,Utilities,51.55,0.59,0
cee41404-5648-4f4b-8c74-7a90317f1e9b,C999_f3c0,2023-11-18,Restaurants,25.38,0.43,0
10237a0f-a68c-47c6-a0b1-c120f4c1c23b,C294_3f1c,2025-04-21,E-commerce,130.31,1.24,0
9ae6fd92-c951-4e1f-9a8e-75a0d9057a48,C825_3683,2025-06-01,Fuel,37.91,0.3,0
271fb4e5-5d67-4d18-8be3-fdd49e465d88,C821_0de6,2024-08-28,E-commerce,53.74,0.79,0
56f099a3-6a4d-4542-b62d-4c365b902e06,C561_e353,2023-11-03,Groceries,1.56,0.02,0
f7a8992f-4a05-4311-8479-1523ef31b7de,C417_9c72,2024-02-17,Utilities,47.66,0.64,0
fda93f18-2bc2-46f3-bd24-7b2b6d75472e,C384_7c6d,2024-03-05,Groceries,94.62,0.98,0
76c6bf55-a9b9-42bc-a350-0fcaad785312,C388_bd20,2024-06-13,Subscriptions,46.93,0.38,0
a13429ce-fb73-4a96-8a5d-d63668c316e6,C435_8cb1,2023-10-15,Restaurants,17.83,0.2,0
ee516865-07af-41c5-9f37-50f45132a763,C36_571c,2024-03-28,Subscriptions,19.78,0.28,0
5b7cb8ed-b239-4f88-a516-de06b41fdcad,C783_cc58,2025-05-18,Travel,45.65,0.47,0
b6600ef9-1f4e-4e4c-b417-ccdfaa3e06f9,C770_3756,2024-03-07,Fuel,61.18,0.67,0
0c614595-9d7c-4882-9ce3-2ac34a1e1ea7,C269_20d5,2025-06-10,Subscriptions,35.52,0.68,0
a2bbb49e-df72-45b5-b01b-0592b2c6fc80,C48_8101,2023-09-09,Restaurants,109.1,1.03,0
3affeda3-9c91-436b-a383-dfb5dfc4043f,C754_838e,2024-08-29,Travel,12.37,0.18,1
3cc020d9-10ca-45f4-b9da-713d74784fcf,C171_1188,2023-07-11,Utilities,15.2,0.18,0
a5cecde7-ea4b-44c7-b501-fab6346bdeda,C44_2037,2023-08-27,Restaurants,173.57,1.95,0
5b289a84-32a8-4b74-992c-6631e924bbb0,C748_744d,2025-03-07,Utilities,24.55,0.35,0
47a010a1-b1dd-4811-8c09-baf401df3805,C382_3e6f,2024-04-12,Restaurants,70.57,0.84,0
9e051c94-56cc-452e-8277-f78fada5a08a,C749_64b5,2025-04-19,Utilities,179.12,0.92,0
140ab78e-6925-4d81-aa2e-0ea75834aeaf,C996_c966,2023-08-14,Fuel,49.23,0.71,0
8cb0a5ac-eb9e-4792-aefe-b18faaa6eef9,C697_186f,2025-01-18,Groceries,31.77,0.36,0
74a70ca2-a8f7-4e91-a532-687eb173a40a,C757_327b,2025-05-24,Utilities,17.78,0.1,0
a51550ef-abb4-447d-8968-4093ff020a50,C198_1786,2024-07-02,Restaurants,106.63,1.24,0
1514a092-05ee-47e1-9fed-b37503714752,C555_2b53,2024-02-28,Restaurants,70.73,1.28,0
f37412b0-01c6-43da-b515-36847c74077e,C668_fde6,2024-06-24,E-commerce,104.64,1.46,0
1bdcac93-ac8d-4df5-8eeb-c74086c2ae06,C417_e460,2024-01-07,Utilities,129.27,0.8,0
209fd447-68e7-4010-9978-be2860f71863,C433_2d79,2025-06-13,Subscriptions,55.73,0.52,0
ea1f7a93-9134-4a41-9333-92937a04a0d5,C316_2234,2025-04-19,Restaurants,37.28,0.34,0
de9c8d98-016e-4c7c-a2e3-2fee92931f54,C498_1897,2024-02-20,Restaurants,45.98,0.57,0
378f48ec-92b8-41e1-8815-f8138802bd32,C655_d5b2,2025-04-27,Restaurants,135.51,1.71,0
7648fb30-2d6d-4fa9-9859-792c2a865fb4,C268_f48e,2025-06-19,Fuel,43.61,0.71,0
815c8e7a-02d3-42d4-b0ea-170473df0948,C215_22ca,2023-11-14,Fuel,7.98,0.09,0
787d13e2-8251-4225-ae22-0a400b99a9aa,C850_e223,2025-02-13,Utilities,33.57,0.44,0
d6a816f2-449c-4968-a36f-82737c16b60a,C260_a07f,2025-05-13,Travel,27.44,0.41,0
743ad97e-d042-47b3-a984-98cdc0648c3c,C635_732a,2024-11-18,Travel,12.59,0.07,0
a7211de8-8b42-4be4-9c19-20ef9d74c553,C472_848d,2024-03-17,Utilities,30.57,0.45,0
934dafd1-2b8f-40ee-829e-1c4f19706b9b,C140_351c,2024-11-01,Subscriptions,111.81,1.86,0
0a648b77-a7ed-4194-b88e-5969a6f0f7bc,C278_b63c,2024-12-01,E-commerce,77.14,0.81,0
446fae5b-7acb-4932-a154-d19d7c39c32a,C302_e7a2,2024-06-10,Travel,125.42,1.48,0
f87f79b8-cb53-41cd-835c-d4c339b24ebb,C697_186f,2024-05-23,Travel,20.32,0.34,0
f149e41e-edfa-4d17-bb9f-69820803174d,C58_2f65,2023-08-04,Subscriptions,118.65,1.96,0
3c4442a4-7c64-46da-a1db-bd3653ceaa74,C993_fc22,2025-01-20,Utilities,71.98,0.61,0
a0a8175d-88f1-4464-85e8-b8d8966f92d4,C31_c5dd,2024-10-11,Subscriptions,57.92,0.55,0
55b3d2a2-c75b-4900-911f-eb6ef979918a,C94_ed46,2023-12-01,Utilities,22.84,0.36,0
c912134c-27fb-40ca-b121-c64d31bd11f9,C152_a5b9,2025-05-10,Fuel,96.12,0.68,0
2e842f51-b36e-40a0-897e-a88d889616ef,C212_b42f,2024-02-12,Groceries,44.24,0.6,0
ea62dd1c-9f4f-4b4c-abf1-aa33dee40a1e,C853_595a,2024-06-02,Travel,9.77,0.17,0
62308f53-419a-461e-b358-3058ff222a68,C70_dd6d,2023-09-19,Utilities,20.16,0.15,0
5e9fc1a4-eeb8-4ed2-9dd4-ad961014ea85,C346_c42b,2023-12-14,Utilities,98.73,0.97,0
ce954fc7-c5b3-49fd-a637-1189658f520c,C15_2bdb,2025-03-27,Fuel,10.99,0.06,0
ceecf0c4-6942-4b8f-9a92-97bef2aa3b37,C88_5a31,2024-12-05,E-commerce,38.11,0.25,0
43a1a51e-1abc-43a3-a280-9a497d65e308,C395_3cba,2024-08-17,E-commerce,17.91,0.21,0
5df76c67-da53-4989-8a13-034b5b7dff42,C282_a0d9,2024-05-21,Utilities,47.47,0.4,0
5b0f0d7c-662c-46c6-84b2-b5f2d7ad9fa3,C317_7939,2025-05-26,Groceries,31.96,0.19,0
abeca21d-6957-4c92-8255-5384f86844ec,C981_e077,2025-03-25,Travel,289.57,5.36,0
75240e44-ecfd-47c2-b557-725001cf9225,C297_38a7,2024-01-17,Fuel,36.0,0.31,0
033f5e5c-5115-48a2-97ac-1b6636feebec,C168_64e3,2024-04-09,E-commerce,30.81,0.17,0
34111f6b-6b22-49b4-ac16-4215dc64b8f7,C727_2783,2024-04-15,E-commerce,86.83,0.72,0
ef5d1e2b-3f93-4895-bc14-b7ea6cd44010,C930_62ef,2024-09-26,Subscriptions,51.58,0.57,0
b231466c-bb44-4105-a4ab-797ca13db313,C115_0c15,2024-11-15,Restaurants,136.38,1.75,0
1db1d12e-5177-4bcf-ab58-66deaab8ef95,C970_a161,2024-11-09,E-commerce,6.79,0.11,0
1319d512-4c46-49dd-a290-f0f53500c00f,C367_e04e,2023-07-12,Subscriptions,9.78,0.12,0
347cc539-15ea-4628-ae84-5e1d4d4145e0,C461_86d6,2023-12-12,Groceries,10.62,0.05,0
c62580f6-b224-496d-9378-de033c44a4a5,C174_01ce,2023-10-31,Subscriptions,4.01,0.07,0
e64f7d50-4b08-4778-934b-acd2a338ccfd,C223_40d2,2024-05-31,Restaurants,1.01,0.01,0
a626ac79-3d8a-4fe3-a805-9a51fabff551,C241_7e51,2025-03-23,Subscriptions,130.4,1.1,0
21a2d9a0-c07f-4b5e-81c9-4a077e7e0780,C154_0938,2024-08-06,Restaurants,4.08,0.03,0
00c7f6d4-10fe-4843-9f0f-f7a7a4242406,C705_754c,2024-07-10,Restaurants,2.38,0.02,0
4486e415-b982-4191-b17a-cad9d7f4925a,C249_95e1,2024-02-22,Subscriptions,34.88,0.63,0
fd608ed9-8b0c-413f-b242-d8f983ce02ef,C379_51b5,2023-11-29,E-commerce,69.29,0.6,0
afba65cd-d600-4473-990d-9833a0db0ea3,C758_cb57,2023-10-16,Groceries,5.38,0.07,0
c61a423b-2f5a-4402-a2c8-78274e132492,C489_7888,2024-03-19,Subscriptions,83.35,0.82,0
4bbca2b4-b54c-48e1-b784-41186747424e,C240_a252,2024-03-06,Utilities,30.32,0.2,0
6a256d90-d9e2-44c5-bb57-619f73705a40,C905_b219,2024-03-26,E-commerce,42.13,0.54,0
439983f1-3595-4baf-b432-dcbc983af186,C458_d741,2023-11-13,Subscriptions,52.07,0.91,0
d00b4607-f5fe-4ca1-a6fe-e8326b63619e,C545_4a18,2025-02-11,Subscriptions,34.47,0.24,0
e48a38f0-57bd-44e3-8fca-4c0c7d929293,C320_b20e,2024-06-02,Utilities,60.9,0.6,0
a0384ddf-57cd-4e61-bdcc-7312db7f780e,C846_f7d9,2025-03-04,Groceries,25.75,0.48,0
a40e21c0-5d69-4ca5-be92-670452c678a3,C502_0063,2023-08-06,Utilities,49.56,0.9,0
ff837007-113e-4a58-a732-95ca705426b1,C986_6f31,2024-11-01,E-commerce,66.56,0.58,0
